127.0.0.1 - - [11/Mar/2017:09:42:38 +0800] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [11/Mar/2017:16:00:35 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:16:00:35 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:16:00:35 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:16:01:25 +0800] "GET /tlweb/AjaxJs/CheckUser.jsp?user=18026753608&datetime=1489219284919 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [11/Mar/2017:16:01:47 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489219307023 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:16:01:50 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E6%96%B0%E7%96%86%E7%BB%B4%E5%90%BE%E5%B0%94%E8%87%AA%E6%B2%BB%E5%8C%BA&datetime=1489219310071 HTTP/1.1" 200 125
0:0:0:0:0:0:0:1 - - [11/Mar/2017:16:02:07 +0800] "GET /tlweb/AjaxJs/RegisterUser.jsp?user=18026753608&passw=325809674&company=%E5%A4%A9%E6%BE%9C%E6%B8%85%E6%B4%97%E8%AE%BE%E5%A4%87&hy=%E7%BE%8E%E5%AE%B9&contact=%E8%93%9D%E5%87%8C%E6%9E%AB&zw=%E4%BC%81%E4%B8%9A%E6%89%80%E6%9C%89%E4%BA%BA&country=%E4%B8%AD%E5%9B%BD&province=%E6%96%B0%E7%96%86%E7%BB%B4%E5%90%BE%E5%B0%94%E8%87%AA%E6%B2%BB%E5%8C%BA&city=%E5%92%8C%E7%94%B0%E5%B8%82&address=3 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [11/Mar/2017:16:02:10 +0800] "GET /tlweb/Css/pic/indexbg.png HTTP/1.1" 404 1001
0:0:0:0:0:0:0:1 - - [11/Mar/2017:16:02:10 +0800] "GET /tlweb/Css/pic/indexs.png HTTP/1.1" 404 999
127.0.0.1 - - [11/Mar/2017:19:32:58 +0800] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [11/Mar/2017:19:32:58 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:19:32:58 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:19:32:58 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
127.0.0.1 - - [11/Mar/2017:20:12:55 +0800] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [11/Mar/2017:20:12:55 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:20:12:55 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:20:12:55 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:20:13:41 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6718
127.0.0.1 - - [11/Mar/2017:20:54:56 +0800] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [11/Mar/2017:20:54:57 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6718
0:0:0:0:0:0:0:1 - - [11/Mar/2017:20:54:57 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 200 14402
0:0:0:0:0:0:0:1 - - [11/Mar/2017:20:54:57 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:20:55:02 +0800] "GET /tlweb/AjaxJs/CheckUser.jsp?user=18026753608&datetime=1489236901591 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [11/Mar/2017:20:55:22 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489236922705 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:20:55:24 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E5%B9%BF%E4%B8%9C%E7%9C%81&datetime=1489236924936 HTTP/1.1" 200 170
0:0:0:0:0:0:0:1 - - [11/Mar/2017:20:55:41 +0800] "GET /tlweb/AjaxJs/RegisterUser.jsp?user=18026753608&passw=325809674&company=%E5%A4%A9%E6%BE%9C%E6%B8%85%E6%B4%97%E8%AE%BE%E5%A4%87%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8&hy=%E7%BE%8E%E5%AE%B9&contact=%E8%93%9D%E5%87%8C%E6%9E%AB&zw=%E8%81%8C%E5%91%98&country=%E4%B8%AD%E5%9B%BD&province=%E5%B9%BF%E4%B8%9C%E7%9C%81&city=%E6%B1%9F%E9%97%A8%E5%B8%82&address=%E6%BD%AE%E8%BF%9E%E5%9D%A6%E8%BE%B9%E6%96%B9%E5%B2%B3%E9%87%8C%E4%B8%80%E5%B7%B7%E4%B8%80%E5%8F%B7 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [11/Mar/2017:20:55:44 +0800] "GET /tlweb/index.html HTTP/1.1" 200 7107
0:0:0:0:0:0:0:1 - - [11/Mar/2017:20:55:44 +0800] "GET /tlweb/Css/pic/indexs.png HTTP/1.1" 404 999
0:0:0:0:0:0:0:1 - - [11/Mar/2017:20:55:44 +0800] "GET /tlweb/Css/pic/indexbg.png HTTP/1.1" 404 1001
127.0.0.1 - - [11/Mar/2017:21:02:26 +0800] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:02:27 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6718
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:02:27 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:02:34 +0800] "GET /tlweb/AjaxJs/CheckUser.jsp?user=18026753608&datetime=1489237354630 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:02:50 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489237370474 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:02:54 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E5%B9%BF%E4%B8%9C%E7%9C%81&datetime=1489237374001 HTTP/1.1" 200 170
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:03:05 +0800] "GET /tlweb/AjaxJs/RegisterUser.jsp?user=18026753608&passw=325809674&company=test&hy=%E7%BE%8E%E5%AE%B9&contact=test&zw=%E8%81%8C%E5%91%98&country=%E4%B8%AD%E5%9B%BD&province=%E5%B9%BF%E4%B8%9C%E7%9C%81&city=%E6%B1%9F%E9%97%A8%E5%B8%82&address=test HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:03:06 +0800] "GET /tlweb/Css/pic/indexs.png HTTP/1.1" 404 999
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:03:06 +0800] "GET /tlweb/Css/pic/indexbg.png HTTP/1.1" 404 1001
127.0.0.1 - - [11/Mar/2017:21:08:12 +0800] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:08:12 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6718
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:08:12 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:08:16 +0800] "GET /tlweb/AjaxJs/CheckUser.jsp?user=18026753608&datetime=1489237696535 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:08:31 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489237711162 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:08:33 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E5%B9%BF%E4%B8%9C%E7%9C%81&datetime=1489237713554 HTTP/1.1" 200 170
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:08:40 +0800] "GET /tlweb/Css/pic/indexs.png HTTP/1.1" 404 999
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:08:40 +0800] "GET /tlweb/Css/pic/indexbg.png HTTP/1.1" 404 1001
127.0.0.1 - - [11/Mar/2017:21:10:26 +0800] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:10:27 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6718
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:10:27 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 200 14436
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:10:31 +0800] "GET /tlweb/AjaxJs/CheckUser.jsp?user=18026753608&datetime=1489237831521 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:10:47 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489237847706 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:10:48 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E5%8C%97%E4%BA%AC%E5%B8%82&datetime=1489237848834 HTTP/1.1" 200 23
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:10:53 +0800] "GET /tlweb/AjaxJs/RegisterUser.jsp?user=18026753608&passw=325809674&company=test&hy=%E7%BE%8E%E5%AE%B9&contact=test&zw=%E8%81%8C%E5%91%98&country=%E4%B8%AD%E5%9B%BD&province=%E5%8C%97%E4%BA%AC%E5%B8%82&city=%E5%8C%97%E4%BA%AC%E5%B8%82&address=test&datetime=1489237853266 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:10:54 +0800] "GET /tlweb/Css/pic/indexbg.png HTTP/1.1" 404 1001
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:10:54 +0800] "GET /tlweb/Css/pic/indexs.png HTTP/1.1" 404 999
127.0.0.1 - - [11/Mar/2017:21:12:14 +0800] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:12:15 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6718
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:12:15 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:12:21 +0800] "GET /tlweb/AjaxJs/CheckUser.jsp?user=18026753608&datetime=1489237940823 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:12:31 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489237951210 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:12:34 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E5%B9%BF%E4%B8%9C%E7%9C%81&datetime=1489237954659 HTTP/1.1" 200 170
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:12:41 +0800] "GET /tlweb/AjaxJs/RegisterUser.jsp?user=18026753608&passw=325809674&company=test&hy=%E7%BE%8E%E5%AE%B9&contact=test&zw=%E8%81%8C%E5%91%98&country=%E4%B8%AD%E5%9B%BD&province=%E5%B9%BF%E4%B8%9C%E7%9C%81&city=%E6%B1%9F%E9%97%A8%E5%B8%82&address=test&datetime=1489237961450 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:12:42 +0800] "GET /tlweb/Css/pic/indexs.png HTTP/1.1" 404 999
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:12:42 +0800] "GET /tlweb/Css/pic/indexbg.png HTTP/1.1" 404 1001
127.0.0.1 - - [11/Mar/2017:21:13:30 +0800] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:13:31 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6718
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:13:31 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:13:36 +0800] "GET /tlweb/AjaxJs/CheckUser.jsp?user=18026753608&datetime=1489238015776 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:13:46 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489238026210 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:13:47 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E7%A6%8F%E5%BB%BA%E7%9C%81&datetime=1489238027018 HTTP/1.1" 200 79
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:13:53 +0800] "GET /tlweb/AjaxJs/RegisterUser.jsp?user=18026753608&passw=325809674&company=test&hy=%E7%BE%8E%E5%AE%B9&contact=test&zw=%E8%81%8C%E5%91%98&country=%E4%B8%AD%E5%9B%BD&province=%E7%A6%8F%E5%BB%BA%E7%9C%81&city=%E9%BE%99%E5%B2%A9%E5%B8%82&address=test&datetime=1489238032499 HTTP/1.1" 200 9
127.0.0.1 - - [11/Mar/2017:21:17:53 +0800] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:17:54 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6718
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:17:54 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 200 14447
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:18:08 +0800] "GET /tlweb/AjaxJs/CheckUser.jsp?user=13929009608&datetime=1489238287824 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:18:13 +0800] "GET /tlweb/AjaxJs/CheckUser.jsp?user=18026753608&datetime=1489238293384 HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:18:26 +0800] "GET /tlweb/AjaxJs/CheckUser.jsp?user=18026753608&datetime=1489238306570 HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:22:38 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6718
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:22:38 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:22:43 +0800] "GET /tlweb/AjaxJs/CheckUser.jsp?user=18026753608&datetime=1489238563809 HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:22:49 +0800] "GET /tlweb/AjaxJs/CheckUser.jsp?user=13929009608&datetime=1489238569324 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:23:01 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489238581403 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:23:02 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E4%B8%8A%E6%B5%B7%E5%B8%82&datetime=1489238582316 HTTP/1.1" 200 23
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:23:04 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E5%B9%BF%E4%B8%9C%E7%9C%81&datetime=1489238584803 HTTP/1.1" 200 170
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:23:10 +0800] "GET /tlweb/AjaxJs/RegisterUser.jsp?user=13929009608&passw=325809674&company=test&hy=%E7%BE%8E%E5%AE%B9&contact=test&zw=%E4%BC%81%E4%B8%9A%E6%89%80%E6%9C%89%E4%BA%BA&country=%E4%B8%AD%E5%9B%BD&province=%E5%B9%BF%E4%B8%9C%E7%9C%81&city=%E6%B1%9F%E9%97%A8%E5%B8%82&address=test&datetime=1489238590396 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:23:12 +0800] "GET /tlweb/Css/pic/indexs.png HTTP/1.1" 404 999
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:23:12 +0800] "GET /tlweb/Css/pic/indexbg.png HTTP/1.1" 404 1001
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:23:13 +0800] "GET /tlweb/Login.jsp HTTP/1.1" 200 1492
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:23:55 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6718
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:23:55 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:24:05 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6718
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:24:05 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 200 556
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:24:05 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 200 14447
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:24:05 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:26:42 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6718
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:26:42 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 200 557
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:26:42 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:27:30 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6718
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:27:30 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:27:59 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6718
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:27:59 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 200 556
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:27:59 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:28:49 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6694
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:28:49 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:29:04 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6694
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:29:04 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:29:39 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6694
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:29:39 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 200 551
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:29:39 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:30:06 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6694
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:30:06 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:30:06 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:30:13 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6694
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:30:13 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:30:13 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:31:03 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6718
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:31:03 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:31:36 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6719
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:31:36 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:31:36 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:31:36 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6719
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:31:36 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:31:36 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:31:37 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6719
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:31:37 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:31:37 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:31:40 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6719
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:31:40 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:31:40 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:31:49 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6712
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:32:15 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6694
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:32:15 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 200 551
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:33:51 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6694
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:33:51 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 200 588
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:33:51 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:35:14 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6710
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:35:14 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 200 559
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:35:23 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6710
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:35:23 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 200 552
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:35:53 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6695
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:35:53 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:35:53 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:36:49 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6695
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:36:49 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 200 556
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:37:48 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6695
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:37:48 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:37:48 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:40:30 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6695
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:40:30 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 200 561
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:40:30 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:44:30 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6695
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:44:30 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 200 590
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:44:30 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:46:09 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6695
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:46:09 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 200 591
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:46:09 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:47:27 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6695
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:47:27 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 200 607
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:47:27 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:47:28 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6695
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:47:28 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:47:28 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:47:39 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6695
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:47:39 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:47:39 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:49:27 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6695
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:49:27 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 200 608
0:0:0:0:0:0:0:1 - - [11/Mar/2017:21:49:27 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
